LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1760381728.714373,1033601.000,38288,1,SA,1,100,0.000086
1760381729.114366,1034001.000,38358,1,SA,1,100,0.000385
1760381729.314362,1034201.000,38393,1,SA,1,100,0.000281
1760381729.715354,1034602.000,38462,1,SA,1,100,0.000461
1760381729.915351,1034802.000,38497,1,SA,1,100,0.000119
1760381730.315343,1035202.000,38570,1,SA,1,100,0.000169
1760381730.514339,1035401.000,38605,1,SA,1,100,0.000299
1760381731.114328,1036001.000,38708,1,SA,1,100,0.000321
1760381731.714317,1036601.000,38795,1,SA,1,100,0.000175
1760381732.314306,1037201.000,38898,1,SA,1,100,0.000055
1760381732.647300,1037534.000,38965,1,SA,1,100,0.000450
1760381732.914295,1037801.000,39002,1,SA,1,100,0.000466
1760381733.314287,1038201.000,39070,1,SA,1,100,0.000154
1760381733.514284,1038401.000,39106,1,SA,1,100,0.000143
1760381733.847278,1038734.000,39173,1,SA,1,100,0.000546
1760381734.114273,1039001.000,39226,1,SA,1,100,0.000512
1760381734.514265,1039401.000,39277,1,SA,1,100,0.000249
1760381734.714262,1039601.000,39329,1,SA,1,100,0.000227
1760381735.114254,1040001.000,39382,1,SA,1,100,0.000571
1760381735.380249,1040267.000,39439,1,SA,1,100,0.000155
1760381736.313232,1041200.000,39574,1,SA,1,100,0.000619
1760381736.581227,1041468.000,39641,1,SA,1,100,0.000418
1760381737.181216,1042068.000,39729,1,SA,1,100,0.000145
1760381737.781205,1042668.000,39832,1,SA,1,100,0.000235
1760381738.380193,1043267.000,39933,1,SA,1,100,0.000246
1760381738.646188,1043533.000,40000,1,SA,1,100,0.000478
1760381738.980182,1043867.000,40038,1,SA,1,100,0.000450
1760381739.380175,1044267.000,40107,1,SA,1,100,0.000130
1760381739.580171,1044467.000,40141,1,SA,1,100,0.000203
1760381740.180160,1045067.000,40226,1,SA,1,100,0.000311
1760381740.580153,1045467.000,40302,1,SA,1,100,0.000091
1760381740.780149,1045667.000,40336,1,SA,1,100,0.000045
1760381741.779130,1046666.000,40506,1,SA,1,100,0.000228
1760381741.979127,1046866.000,40542,1,SA,1,100,0.000171
1760381742.379119,1047266.000,40611,1,SA,1,100,0.000217
1760381742.579116,1047466.000,40646,1,SA,1,100,0.000621
1760381742.979108,1047866.000,40716,1,SA,1,100,0.000377
1760381743.179105,1048066.000,40749,1,SA,1,100,0.000166
1760381743.579097,1048466.000,40819,1,SA,1,100,0.000523
1760381743.779093,1048666.000,40854,1,SA,1,100,0.000503
1760381744.379082,1049266.000,40941,1,SA,1,100,0.000166
1760381745.047070,1049934.000,41075,1,SA,1,100,0.000006
1760381745.312065,1050199.000,41111,1,SA,1,100,0.000899
1760381746.579041,1051466.000,41320,1,SA,1,100,0.000387
1760381747.113031,1052000.000,41422,1,SA,1,100,0.000923
1760381747.379026,1052266.000,41458,1,SA,1,100,0.000661
1760381747.779019,1052666.000,41527,1,SA,1,100,0.000669
1760381747.979015,1052866.000,41563,1,SA,1,100,0.000209
1760381748.579004,1053466.000,41664,1,SA,1,100,0.000564
1760381750.378971,1055266.000,41951,1,SA,1,100,0.000310
1760381750.978960,1055866.000,42058,1,SA,1,100,0.000651
1760381752.245936,1057133.000,42261,1,SA,1,100,0.000094
1760381752.577930,1057465.000,42314,1,SA,1,100,0.000538
1760381752.777926,1057665.000,42350,1,SA,1,100,0.000277
